,from,to,from_xy,to_xy,walking,driving,lat,long
55,2,8,"(11.250781, 43.7700828)","(11.2531435, 43.767925)",276.5,736.8,43.7700828,11.250781
56,2,9,"(11.250781, 43.7700828)","(11.2541477, 43.7681911)",275.5,725.8,43.7700828,11.250781
57,2,10,"(11.250781, 43.7700828)","(11.250670199999998, 43.767161200000004)",261.2,494.1,43.7700828,11.250781
58,2,11,"(11.250781, 43.7700828)","(11.2554649, 43.7730912)",789.7,310.8,43.7700828,11.250781
59,2,12,"(11.250781, 43.7700828)","(11.24938, 43.77463)",483.1,606.9,43.7700828,11.250781
60,2,13,"(11.250781, 43.7700828)","(11.26282, 43.76298)",1077.8,1148.2,43.7700828,11.250781
61,2,14,"(11.250781, 43.7700828)","(11.25433, 43.77003)",228.6,423.6,43.7700828,11.250781
62,2,15,"(11.250781, 43.7700828)","(11.255230000000001, 43.77313)",789.7,310.8,43.7700828,11.250781
63,2,16,"(11.250781, 43.7700828)","(11.25564, 43.76968)",370.6,397.8,43.7700828,11.250781
64,2,17,"(11.250781, 43.7700828)","(11.248335, 43.762288)",862.1,767.8,43.7700828,11.250781
65,2,18,"(11.250781, 43.7700828)","(11.264966000000001, 43.762705)",1334.8,1095.3,43.7700828,11.250781
66,2,19,"(11.250781, 43.7700828)","(11.255056, 43.773106)",474.7,310.8,43.7700828,11.250781
67,2,20,"(11.250781, 43.7700828)","(11.256192, 43.769292)",353,561.3,43.7700828,11.250781
68,2,21,"(11.250781, 43.7700828)","(11.251878999999999, 43.777276)",681.2,501.1,43.7700828,11.250781
69,2,22,"(11.250781, 43.7700828)","(11.258814, 43.776761)",962.2,561.3,43.7700828,11.250781
70,2,23,"(11.250781, 43.7700828)","(11.264658, 43.77151)",890.3,594.8,43.7700828,11.250781
71,2,-1,"(11.250781, 43.7700828)","(11.247123, 43.772557)",414.2,590.1,43.7700828,11.250781
72,3,0,"(11.2534118, 43.7769185)","(11.255693199999998, 43.772858299999996)",637.2,504.3,43.7769185,11.2534118
73,3,1,"(11.2534118, 43.7769185)","(11.2564189, 43.771534100000004)",699.6,744.3,43.7769185,11.2534118
74,3,2,"(11.2534118, 43.7769185)","(11.250781, 43.7700828)",731.8,551.2,43.7769185,11.2534118
75,3,4,"(11.2534118, 43.7769185)","(11.255579699999998, 43.763469)",1349.6,1199.5,43.7769185,11.2534118
76,3,5,"(11.2534118, 43.7769185)","(11.2553108, 43.7677856)",950.8,981.2,43.7769185,11.2534118
77,3,6,"(11.2534118, 43.7769185)","(11.255431699999999, 43.7708275)",693.4,558.8,43.7769185,11.2534118
78,3,7,"(11.2534118, 43.7769185)","(11.255705099999998, 43.772806)",637.2,504.3,43.7769185,11.2534118
79,3,8,"(11.2534118, 43.7769185)","(11.2531435, 43.767925)",890.2,1011.1,43.7769185,11.2534118
80,3,9,"(11.2534118, 43.7769185)","(11.2541477, 43.7681911)",889.2,1000.1,43.7769185,11.2534118
81,3,10,"(11.2534118, 43.7769185)","(11.250670199999998, 43.767161200000004)",993,618.9,43.7769185,11.2534118
82,3,11,"(11.2534118, 43.7769185)","(11.2554649, 43.7730912)",409.5,504.3,43.7769185,11.2534118
83,3,12,"(11.2534118, 43.7769185)","(11.24938, 43.77463)",376,185.2,43.7769185,11.2534118
84,3,13,"(11.2534118, 43.7769185)","(11.26282, 43.76298)",1675.6,1273,43.7769185,11.2534118
85,3,14,"(11.2534118, 43.7769185)","(11.25433, 43.77003)",703.8,617.1,43.7769185,11.2534118
86,3,15,"(11.2534118, 43.7769185)","(11.255230000000001, 43.77313)",409.5,504.3,43.7769185,11.2534118
87,3,16,"(11.2534118, 43.7769185)","(11.25564, 43.76968)",868.7,591.3,43.7769185,11.2534118
88,3,17,"(11.2534118, 43.7769185)","(11.248335, 43.762288)",1593.9,892.6,43.7769185,11.2534118
89,3,18,"(11.2534118, 43.7769185)","(11.264966000000001, 43.762705)",1932.6,1081,43.7769185,11.2534118
90,3,19,"(11.2534118, 43.7769185)","(11.255056, 43.773106)",644.3,504.3,43.7769185,11.2534118
91,3,20,"(11.2534118, 43.7769185)","(11.256192, 43.769292)",851.1,754.8,43.7769185,11.2534118
92,3,21,"(11.2534118, 43.7769185)","(11.251878999999999, 43.777276)",116.7,38.9,43.7769185,11.2534118
93,3,22,"(11.2534118, 43.7769185)","(11.258814, 43.776761)",408.1,668.3,43.7769185,11.2534118
94,3,23,"(11.2534118, 43.7769185)","(11.264658, 43.77151)",908.9,876.5,43.7769185,11.2534118
95,3,-1,"(11.2534118, 43.7769185)","(11.247123, 43.772557)",725.4,714.9,43.7769185,11.2534118
96,4,0,"(11.255579699999998, 43.763469)","(11.255693199999998, 43.772858299999996)",926.3,535.9,43.763469,11.255579699999998
97,4,1,"(11.255579699999998, 43.763469)","(11.2564189, 43.771534100000004)",873.8,518.8,43.763469,11.255579699999998
98,4,2,"(11.255579699999998, 43.763469)","(11.250781, 43.7700828)",735.9,689.9,43.763469,11.255579699999998
99,4,3,"(11.255579699999998, 43.763469)","(11.2534118, 43.7769185)",1349.6,495.9,43.763469,11.255579699999998
100,4,5,"(11.255579699999998, 43.763469)","(11.2553108, 43.7677856)",624.9,206.5,43.763469,11.255579699999998
101,4,6,"(11.255579699999998, 43.763469)","(11.255431699999999, 43.7708275)",769.6,454.3,43.763469,11.255579699999998
102,4,7,"(11.255579699999998, 43.763469)","(11.255705099999998, 43.772806)",926.3,535.9,43.763469,11.255579699999998
103,4,8,"(11.255579699999998, 43.763469)","(11.2531435, 43.767925)",459.4,236.4,43.763469,11.255579699999998
104,4,9,"(11.255579699999998, 43.763469)","(11.2541477, 43.7681911)",547.6,225.4,43.763469,11.255579699999998
105,4,10,"(11.255579699999998, 43.763469)","(11.250670199999998, 43.767161200000004)",528.1,434.7,43.763469,11.255579699999998
106,4,11,"(11.255579699999998, 43.763469)","(11.2554649, 43.7730912)",1407.5,535.9,43.763469,11.255579699999998
107,4,12,"(11.255579699999998, 43.763469)","(11.24938, 43.77463)",1194.2,672.9,43.763469,11.255579699999998
108,4,13,"(11.255579699999998, 43.763469)","(11.26282, 43.76298)",605.6,482.4,43.763469,11.255579699999998
109,4,14,"(11.255579699999998, 43.763469)","(11.25433, 43.77003)",645.8,447.8,43.763469,11.255579699999998
110,4,15,"(11.255579699999998, 43.763469)","(11.255230000000001, 43.77313)",1407.5,535.9,43.763469,11.255579699999998
111,4,16,"(11.255579699999998, 43.763469)","(11.25564, 43.76968)",741.2,429.2,43.763469,11.255579699999998
112,4,17,"(11.255579699999998, 43.763469)","(11.248335, 43.762288)",893.2,802.7,43.763469,11.255579699999998
113,4,18,"(11.255579699999998, 43.763469)","(11.264966000000001, 43.762705)",862.6,465.9,43.763469,11.255579699999998
114,4,19,"(11.255579699999998, 43.763469)","(11.255056, 43.773106)",933.4,535.9,43.763469,11.255579699999998
115,4,20,"(11.255579699999998, 43.763469)","(11.256192, 43.769292)",723.6,394.3,43.763469,11.255579699999998
116,4,21,"(11.255579699999998, 43.763469)","(11.251878999999999, 43.777276)",1299,526.6,43.763469,11.255579699999998
117,4,22,"(11.255579699999998, 43.763469)","(11.258814, 43.776761)",1580,452.1,43.763469,11.255579699999998
118,4,23,"(11.255579699999998, 43.763469)","(11.264658, 43.77151)",1096.4,342.9,43.763469,11.255579699999998
119,4,-1,"(11.255579699999998, 43.763469)","(11.247123, 43.772557)",1085.8,744.4,43.763469,11.255579699999998
120,5,0,"(11.2553108, 43.7677856)","(11.255693199999998, 43.772858299999996)",449,593.2,43.7677856,11.2553108
121,5,1,"(11.2553108, 43.7677856)","(11.2564189, 43.771534100000004)",372.8,833.2,43.7677856,11.2553108
122,5,2,"(11.2553108, 43.7677856)","(11.250781, 43.7700828)",349.4,483.4,43.7677856,11.2553108
123,5,3,"(11.2553108, 43.7677856)","(11.2534118, 43.7769185)",950.8,1102.6,43.7677856,11.2553108
124,5,4,"(11.2553108, 43.7677856)","(11.255579699999998, 43.763469)",624.9,1163.7,43.7677856,11.2553108
125,5,6,"(11.2553108, 43.7677856)","(11.255431699999999, 43.7708275)",292.3,647.7,43.7677856,11.2553108
126,5,7,"(11.2553108, 43.7677856)","(11.255705099999998, 43.772806)",449,593.2,43.7677856,11.2553108
127,5,8,"(11.2553108, 43.7677856)","(11.2531435, 43.767925)",165.5,29.9,43.7677856,11.2553108
128,5,9,"(11.2553108, 43.7677856)","(11.2541477, 43.7681911)",77.3,18.9,43.7677856,11.2553108
129,5,10,"(11.2553108, 43.7677856)","(11.250670199999998, 43.767161200000004)",364.7,228.2,43.7677856,11.2553108
130,5,11,"(11.2553108, 43.7677856)","(11.2554649, 43.7730912)",966.4,593.2,43.7677856,11.2553108
131,5,12,"(11.2553108, 43.7677856)","(11.24938, 43.77463)",807.7,804.3,43.7677856,11.2553108
132,5,13,"(11.2553108, 43.7677856)","(11.26282, 43.76298)",765.7,976.6,43.7677856,11.2553108
133,5,14,"(11.2553108, 43.7677856)","(11.25433, 43.77003)",247,706,43.7677856,11.2553108
134,5,15,"(11.2553108, 43.7677856)","(11.255230000000001, 43.77313)",966.4,593.2,43.7677856,11.2553108
135,5,16,"(11.2553108, 43.7677856)","(11.25564, 43.76968)",154,680.2,43.7677856,11.2553108
136,5,17,"(11.2553108, 43.7677856)","(11.248335, 43.762288)",964.3,596.2,43.7677856,11.2553108
137,5,18,"(11.2553108, 43.7677856)","(11.264966000000001, 43.762705)",1022.7,923.7,43.7677856,11.2553108
138,5,19,"(11.2553108, 43.7677856)","(11.255056, 43.773106)",456.1,593.2,43.7677856,11.2553108
139,5,20,"(11.2553108, 43.7677856)","(11.256192, 43.769292)",136.4,843.7,43.7677856,11.2553108
140,5,21,"(11.2553108, 43.7677856)","(11.251878999999999, 43.777276)",900.2,675.2,43.7677856,11.2553108
141,5,22,"(11.2553108, 43.7677856)","(11.258814, 43.776761)",1033.9,1061.2,43.7677856,11.2553108
142,5,23,"(11.2553108, 43.7677856)","(11.264658, 43.77151)",761.9,877.2,43.7677856,11.2553108
143,5,-1,"(11.2553108, 43.7677856)","(11.247123, 43.772557)",699.3,537.9,43.7677856,11.2553108
144,6,0,"(11.255431699999999, 43.7708275)","(11.255693199999998, 43.772858299999996)",171.3,348.5,43.7708275,11.255431699999999
145,6,1,"(11.255431699999999, 43.7708275)","(11.2564189, 43.771534100000004)",104.2,405.4,43.7708275,11.255431699999999
146,6,2,"(11.255431699999999, 43.7708275)","(11.250781, 43.7700828)",323,693.7,43.7708275,11.255431699999999
147,6,3,"(11.255431699999999, 43.7708275)","(11.2534118, 43.7769185)",693.4,382.5,43.7708275,11.255431699999999
148,6,4,"(11.255431699999999, 43.7708275)","(11.255579699999998, 43.763469)",769.6,716.5,43.7708275,11.255431699999999
149,6,5,"(11.255431699999999, 43.7708275)","(11.2553108, 43.7677856)",292.3,341.6,43.7708275,11.255431699999999
150,6,7,"(11.255431699999999, 43.7708275)","(11.255705099999998, 43.772806)",171.3,348.5,43.7708275,11.255431699999999
151,6,8,"(11.255431699999999, 43.7708275)","(11.2531435, 43.767925)",310.2,371.5,43.7708275,11.255431699999999
152,6,9,"(11.255431699999999, 43.7708275)","(11.2541477, 43.7681911)",309.2,360.5,43.7708275,11.255431699999999
153,6,10,"(11.255431699999999, 43.7708275)","(11.250670199999998, 43.767161200000004)",509.4,569.8,43.7708275,11.255431699999999
154,6,11,"(11.255431699999999, 43.7708275)","(11.2554649, 43.7730912)",751.3,348.5,43.7708275,11.255431699999999
155,6,12,"(11.255431699999999, 43.7708275)","(11.24938, 43.77463)",573.6,559.5,43.7708275,11.255431699999999
156,6,13,"(11.255431699999999, 43.7708275)","(11.26282, 43.76298)",1017.1,614.5,43.7708275,11.255431699999999
157,6,14,"(11.255431699999999, 43.7708275)","(11.25433, 43.77003)",123.8,260.4,43.7708275,11.255431699999999
158,6,15,"(11.255431699999999, 43.7708275)","(11.255230000000001, 43.77313)",751.3,348.5,43.7708275,11.255431699999999
159,6,16,"(11.255431699999999, 43.7708275)","(11.25564, 43.76968)",210.2,241.8,43.7708275,11.255431699999999
160,6,17,"(11.255431699999999, 43.7708275)","(11.248335, 43.762288)",1109,1020.7,43.7708275,11.255431699999999
161,6,18,"(11.255431699999999, 43.7708275)","(11.264966000000001, 43.762705)",1274.1,598,43.7708275,11.255431699999999
162,6,19,"(11.255431699999999, 43.7708275)","(11.255056, 43.773106)",178.4,348.5,43.7708275,11.255431699999999
163,6,20,"(11.255431699999999, 43.7708275)","(11.256192, 43.769292)",192.6,196,43.7708275,11.255431699999999
164,6,21,"(11.255431699999999, 43.7708275)","(11.251878999999999, 43.777276)",642.8,413.2,43.7708275,11.255431699999999
165,6,22,"(11.255431699999999, 43.7708275)","(11.258814, 43.776761)",819.2,338.7,43.7708275,11.255431699999999
166,6,23,"(11.255431699999999, 43.7708275)","(11.264658, 43.77151)",568.1,229.5,43.7708275,11.255431699999999
167,6,-1,"(11.255431699999999, 43.7708275)","(11.247123, 43.772557)",591.6,857.4,43.7708275,11.255431699999999
168,7,0,"(11.255705099999998, 43.772806)","(11.255693199999998, 43.772858299999996)",0,0,43.772806,11.255705099999998
169,7,1,"(11.255705099999998, 43.772806)","(11.2564189, 43.771534100000004)",126,291.1,43.772806,11.255705099999998
170,7,2,"(11.255705099999998, 43.772806)","(11.250781, 43.7700828)",467.6,589.8,43.772806,11.255705099999998
171,7,3,"(11.255705099999998, 43.772806)","(11.2534118, 43.7769185)",637.2,345.4,43.772806,11.255705099999998
172,7,4,"(11.255705099999998, 43.772806)","(11.255579699999998, 43.763469)",926.3,814.7,43.772806,11.255705099999998
173,7,5,"(11.255705099999998, 43.772806)","(11.2553108, 43.7677856)",449,439.8,43.772806,11.255705099999998
174,7,6,"(11.255705099999998, 43.772806)","(11.255431699999999, 43.7708275)",171.3,98.2,43.772806,11.255705099999998
175,7,8,"(11.255705099999998, 43.772806)","(11.2531435, 43.767925)",466.9,469.7,43.772806,11.255705099999998
176,7,9,"(11.255705099999998, 43.772806)","(11.2541477, 43.7681911)",465.9,458.7,43.772806,11.255705099999998
177,7,10,"(11.255705099999998, 43.772806)","(11.250670199999998, 43.767161200000004)",666.1,657.5,43.772806,11.255705099999998
178,7,11,"(11.255705099999998, 43.772806)","(11.2554649, 43.7730912)",635.3,0,43.772806,11.255705099999998
179,7,12,"(11.255705099999998, 43.772806)","(11.24938, 43.77463)",519.4,522.4,43.772806,11.255705099999998
180,7,13,"(11.255705099999998, 43.772806)","(11.26282, 43.76298)",1173.8,712.7,43.772806,11.255705099999998
181,7,14,"(11.255705099999998, 43.772806)","(11.25433, 43.77003)",280.5,156.5,43.772806,11.255705099999998
182,7,15,"(11.255705099999998, 43.772806)","(11.255230000000001, 43.77313)",635.3,0,43.772806,11.255705099999998
183,7,16,"(11.255705099999998, 43.772806)","(11.25564, 43.76968)",335.2,130.7,43.772806,11.255705099999998
184,7,17,"(11.255705099999998, 43.772806)","(11.248335, 43.762288)",1265.7,931.2,43.772806,11.255705099999998
185,7,18,"(11.255705099999998, 43.772806)","(11.264966000000001, 43.762705)",1430.8,696.2,43.772806,11.255705099999998
186,7,19,"(11.255705099999998, 43.772806)","(11.255056, 43.773106)",118.5,0,43.772806,11.255705099999998
187,7,20,"(11.255705099999998, 43.772806)","(11.256192, 43.769292)",349.3,294.2,43.772806,11.255705099999998
188,7,21,"(11.255705099999998, 43.772806)","(11.251878999999999, 43.777276)",586.6,376.1,43.772806,11.255705099999998
189,7,22,"(11.255705099999998, 43.772806)","(11.258814, 43.776761)",702.8,301.6,43.772806,11.255705099999998
190,7,23,"(11.255705099999998, 43.772806)","(11.264658, 43.77151)",577,327.7,43.772806,11.255705099999998
191,7,-1,"(11.255705099999998, 43.772806)","(11.247123, 43.772557)",633.3,753.5,43.772806,11.255705099999998
192,8,0,"(11.2531435, 43.767925)","(11.255693199999998, 43.772858299999996)",466.9,563.3,43.767925,11.2531435
193,8,1,"(11.2531435, 43.767925)","(11.2564189, 43.771534100000004)",414.4,803.3,43.767925,11.2531435
194,8,2,"(11.2531435, 43.767925)","(11.250781, 43.7700828)",276.5,453.5,43.767925,11.2531435
195,8,3,"(11.2531435, 43.767925)","(11.2534118, 43.7769185)",890.2,1072.7,43.767925,11.2531435
196,8,4,"(11.2531435, 43.767925)","(11.255579699999998, 43.763469)",459.4,1133.8,43.767925,11.2531435
197,8,5,"(11.2531435, 43.767925)","(11.2553108, 43.7677856)",165.5,1251.3,43.767925,11.2531435
198,8,6,"(11.2531435, 43.767925)","(11.255431699999999, 43.7708275)",310.2,617.8,43.767925,11.2531435
199,8,7,"(11.2531435, 43.767925)","(11.255705099999998, 43.772806)",466.9,563.3,43.767925,11.2531435
200,8,9,"(11.2531435, 43.767925)","(11.2541477, 43.7681911)",88.2,1270.2,43.767925,11.2531435
201,8,10,"(11.2531435, 43.767925)","(11.250670199999998, 43.767161200000004)",199.2,198.3,43.767925,11.2531435
202,8,11,"(11.2531435, 43.767925)","(11.2554649, 43.7730912)",948.1,563.3,43.767925,11.2531435
203,8,12,"(11.2531435, 43.767925)","(11.24938, 43.77463)",734.8,774.4,43.767925,11.2531435
204,8,13,"(11.2531435, 43.767925)","(11.26282, 43.76298)",801.3,946.7,43.767925,11.2531435
205,8,14,"(11.2531435, 43.767925)","(11.25433, 43.77003)",186.4,676.1,43.767925,11.2531435
206,8,15,"(11.2531435, 43.767925)","(11.255230000000001, 43.77313)",948.1,563.3,43.767925,11.2531435
207,8,16,"(11.2531435, 43.767925)","(11.25564, 43.76968)",281.8,650.3,43.767925,11.2531435
208,8,17,"(11.2531435, 43.767925)","(11.248335, 43.762288)",798.8,566.3,43.767925,11.2531435
209,8,18,"(11.2531435, 43.767925)","(11.264966000000001, 43.762705)",1058.3,893.8,43.767925,11.2531435
210,8,19,"(11.2531435, 43.767925)","(11.255056, 43.773106)",474,563.3,43.767925,11.2531435
211,8,20,"(11.2531435, 43.767925)","(11.256192, 43.769292)",264.2,813.8,43.767925,11.2531435
212,8,21,"(11.2531435, 43.767925)","(11.251878999999999, 43.777276)",839.6,645.3,43.767925,11.2531435
213,8,22,"(11.2531435, 43.767925)","(11.258814, 43.776761)",1120.6,1031.3,43.767925,11.2531435
214,8,23,"(11.2531435, 43.767925)","(11.264658, 43.77151)",877.5,847.3,43.767925,11.2531435
215,8,-1,"(11.2531435, 43.767925)","(11.247123, 43.772557)",626.4,508,43.767925,11.2531435
216,9,0,"(11.2541477, 43.7681911)","(11.255693199999998, 43.772858299999996)",465.9,574.3,43.7681911,11.2541477
217,9,1,"(11.2541477, 43.7681911)","(11.2564189, 43.771534100000004)",413.4,814.3,43.7681911,11.2541477
218,9,2,"(11.2541477, 43.7681911)","(11.250781, 43.7700828)",275.5,464.5,43.7681911,11.2541477
219,9,3,"(11.2541477, 43.7681911)","(11.2534118, 43.7769185)",889.2,1083.7,43.7681911,11.2541477
220,9,4,"(11.2541477, 43.7681911)","(11.255579699999998, 43.763469)",547.6,1144.8,43.7681911,11.2541477
221,9,5,"(11.2541477, 43.7681911)","(11.2553108, 43.7677856)",77.3,1262.3,43.7681911,11.2541477
222,9,6,"(11.2541477, 43.7681911)","(11.255431699999999, 43.7708275)",309.2,628.8,43.7681911,11.2541477
223,9,7,"(11.2541477, 43.7681911)","(11.255705099999998, 43.772806)",465.9,574.3,43.7681911,11.2541477
224,9,8,"(11.2541477, 43.7681911)","(11.2531435, 43.767925)",88.2,11,43.7681911,11.2541477
225,9,10,"(11.2541477, 43.7681911)","(11.250670199999998, 43.767161200000004)",287.4,209.3,43.7681911,11.2541477
226,9,11,"(11.2541477, 43.7681911)","(11.2554649, 43.7730912)",947.1,574.3,43.7681911,11.2541477
227,9,12,"(11.2541477, 43.7681911)","(11.24938, 43.77463)",733.8,785.4,43.7681911,11.2541477
228,9,13,"(11.2541477, 43.7681911)","(11.26282, 43.76298)",834.2,957.7,43.7681911,11.2541477
229,9,14,"(11.2541477, 43.7681911)","(11.25433, 43.77003)",185.4,687.1,43.7681911,11.2541477
230,9,15,"(11.2541477, 43.7681911)","(11.255230000000001, 43.77313)",947.1,574.3,43.7681911,11.2541477
231,9,16,"(11.2541477, 43.7681911)","(11.25564, 43.76968)",231.3,661.3,43.7681911,11.2541477
232,9,17,"(11.2541477, 43.7681911)","(11.248335, 43.762288)",887,577.3,43.7681911,11.2541477
233,9,18,"(11.2541477, 43.7681911)","(11.264966000000001, 43.762705)",1091.2,904.8,43.7681911,11.2541477
234,9,19,"(11.2541477, 43.7681911)","(11.255056, 43.773106)",473,574.3,43.7681911,11.2541477
235,9,20,"(11.2541477, 43.7681911)","(11.256192, 43.769292)",213.7,824.8,43.7681911,11.2541477
236,9,21,"(11.2541477, 43.7681911)","(11.251878999999999, 43.777276)",838.6,656.3,43.7681911,11.2541477
237,9,22,"(11.2541477, 43.7681911)","(11.258814, 43.776761)",1109.9,1042.3,43.7681911,11.2541477
238,9,23,"(11.2541477, 43.7681911)","(11.264658, 43.77151)",830.4,858.3,43.7681911,11.2541477
239,9,-1,"(11.2541477, 43.7681911)","(11.247123, 43.772557)",625.4,519,43.7681911,11.2541477
240,10,0,"(11.250670199999998, 43.767161200000004)","(11.255693199999998, 43.772858299999996)",666.1,554.4,43.767161200000004,11.250670199999998
241,10,1,"(11.250670199999998, 43.767161200000004)","(11.2564189, 43.771534100000004)",613.6,794.4,43.767161200000004,11.250670199999998
242,10,2,"(11.250670199999998, 43.767161200000004)","(11.250781, 43.7700828)",261.2,444.6,43.767161200000004,11.250670199999998
243,10,3,"(11.250670199999998, 43.767161200000004)","(11.2534118, 43.7769185)",993,1063.8,43.767161200000004,11.250670199999998
244,10,4,"(11.250670199999998, 43.767161200000004)","(11.255579699999998, 43.763469)",528.1,1124.9,43.767161200000004,11.250670199999998
245,10,5,"(11.250670199999998, 43.767161200000004)","(11.2553108, 43.7677856)",364.7,1242.4,43.767161200000004,11.250670199999998
246,10,6,"(11.250670199999998, 43.767161200000004)","(11.255431699999999, 43.7708275)",509.4,608.9,43.767161200000004,11.250670199999998
247,10,7,"(11.250670199999998, 43.767161200000004)","(11.255705099999998, 43.772806)",666.1,554.4,43.767161200000004,11.250670199999998
248,10,8,"(11.250670199999998, 43.767161200000004)","(11.2531435, 43.767925)",199.2,1272.3,43.767161200000004,11.250670199999998
249,10,9,"(11.250670199999998, 43.767161200000004)","(11.2541477, 43.7681911)",287.4,1261.3,43.767161200000004,11.250670199999998
250,10,11,"(11.250670199999998, 43.767161200000004)","(11.2554649, 43.7730912)",1050.9,554.4,43.767161200000004,11.250670199999998
251,10,12,"(11.250670199999998, 43.767161200000004)","(11.24938, 43.77463)",744.3,765.5,43.767161200000004,11.250670199999998
252,10,13,"(11.250670199999998, 43.767161200000004)","(11.26282, 43.76298)",901.1,937.8,43.767161200000004,11.250670199999998
253,10,14,"(11.250670199999998, 43.767161200000004)","(11.25433, 43.77003)",385.6,667.2,43.767161200000004,11.250670199999998
254,10,15,"(11.250670199999998, 43.767161200000004)","(11.255230000000001, 43.77313)",1050.9,554.4,43.767161200000004,11.250670199999998
255,10,16,"(11.250670199999998, 43.767161200000004)","(11.25564, 43.76968)",481,641.4,43.767161200000004,11.250670199999998
256,10,17,"(11.250670199999998, 43.767161200000004)","(11.248335, 43.762288)",682.7,557.4,43.767161200000004,11.250670199999998
257,10,18,"(11.250670199999998, 43.767161200000004)","(11.264966000000001, 43.762705)",1158.1,884.9,43.767161200000004,11.250670199999998
258,10,19,"(11.250670199999998, 43.767161200000004)","(11.255056, 43.773106)",673.2,554.4,43.767161200000004,11.250670199999998
259,10,20,"(11.250670199999998, 43.767161200000004)","(11.256192, 43.769292)",463.4,804.9,43.767161200000004,11.250670199999998
260,10,21,"(11.250670199999998, 43.767161200000004)","(11.251878999999999, 43.777276)",942.4,636.4,43.767161200000004,11.250670199999998
261,10,22,"(11.250670199999998, 43.767161200000004)","(11.258814, 43.776761)",1223.4,1022.4,43.767161200000004,11.250670199999998
262,10,23,"(11.250670199999998, 43.767161200000004)","(11.264658, 43.77151)",1076.7,838.4,43.767161200000004,11.250670199999998
263,10,-1,"(11.250670199999998, 43.767161200000004)","(11.247123, 43.772557)",611,499.1,43.767161200000004,11.250670199999998
264,11,0,"(11.2554649, 43.7730912)","(11.255693199999998, 43.772858299999996)",635.3,0,43.7730912,11.2554649
265,11,1,"(11.2554649, 43.7730912)","(11.2564189, 43.771534100000004)",650,291.1,43.7730912,11.2554649
266,11,2,"(11.2554649, 43.7730912)","(11.250781, 43.7700828)",789.7,589.8,43.7730912,11.2554649
267,11,3,"(11.2554649, 43.7730912)","(11.2534118, 43.7769185)",409.5,345.4,43.7730912,11.2554649
268,11,4,"(11.2554649, 43.7730912)","(11.255579699999998, 43.763469)",1407.5,814.7,43.7730912,11.2554649
269,11,5,"(11.2554649, 43.7730912)","(11.2553108, 43.7677856)",966.4,439.8,43.7730912,11.2554649
270,11,6,"(11.2554649, 43.7730912)","(11.255431699999999, 43.7708275)",751.3,98.2,43.7730912,11.2554649
271,11,7,"(11.2554649, 43.7730912)","(11.255705099999998, 43.772806)",635.3,0,43.7730912,11.2554649
272,11,8,"(11.2554649, 43.7730912)","(11.2531435, 43.767925)",948.1,469.7,43.7730912,11.2554649
